Unnamed: 0,City Code,City,Average share of the built-up area of cities that is open space for public use for all (%) [a],Average share of urban population with convenient access to open public spaces (%) [b],Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index,Absolute value in thousands,Urban population as percentage of total population,Economy
2629,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1701.338,69.93982,454
2630,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,4714.24,90.60416,458
2631,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2501.946,34.00052,462
2632,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,6282.074,57.30025,466
2633,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,7394.813,83.63084,470
2634,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2558.928,70.63786,584
2635,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,697.086,93.21078,478
2636,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,35604.443,45.23962,480
2637,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,24944.243,20.88597,484
2638,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,36687.569,81.78584,583
2639,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,512.683,45.04617,498
2640,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,28712.294,51.18747,496
2641,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,543.425,95.39439,499
2642,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,44.733,81.06554,500
2643,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5830.563,62.66209,504
2644,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1305.425,41.85048,508
2645,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,134534.107,83.50126,104
2646,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,122.704,24.91101,516
2647,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,3174.727,45.50143,520
2648,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,3736.327,70.61146,524
2649,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,621.696,70.86867,528
2650,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,4.301,9.8555,530
2651,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,40226.395,68.6715,540
2652,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,40920.707,42.8743,554
2653,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,56987.625,34.9904,558
2654,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2910.056,60.76162,562
2655,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,13.358,100,566
2656,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,33133.395,25.34982,570
2657,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,17943.803,94.75076,807
2658,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,NOT APPLICABLE,NOT APPLICABLE,580
2659,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,312.529,75.28916,579
2660,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5495.67,87.83508,512
2661,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,7688.686,62.26281,582
2662,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,35217.942,18.69501,586
2663,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,262580.426,59.18936,585
2664,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1.948,52.44922,591
2665,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2072.256,62.74877,590
2666,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,51.178,92.75385,598
2667,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5748.397,86.08266,600
2668,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5093.376,91.68713,604
2669,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,NOT APPLICABLE,NOT APPLICABLE,608
2670,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,274029.836,40.67977,616
2671,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,17.919,85.04443,620
2672,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,4864.126,72.22325,634
2673,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,NOT APPLICABLE,NOT APPLICABLE,642
2674,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,11615.322,15.18458,643
2675,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,7425.448,65.70171,646
2676,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,36702.393,80.53653,652
2677,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,129453.321,50.92364,654
2678,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,38700.518,61.53888,659
2679,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,10062.183,71.36598,662
2680,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2855.291,99.53179,663
2681,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,19023.383,56.63021,666
2682,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,141432.741,77.08434,670
2683,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,16375.704,19.61928,882
2684,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,11.113,98.66593,674
2685,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,4.895,42.69115,678
2686,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,48.247,32.41589,682
2687,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,183.274,20.36444,686
2688,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,33.508,98.66593,688
2689,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5.651,90.59456,891
2690,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,104.322,57.2931,690
2691,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,248.627,17.28801,694
2692,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,33.458,98.37696,702
2693,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,265.036,80.03211,534
2694,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,40461.368,86.48094,703
2695,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,21125.872,53.23652,705
2696,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,8523.492,59.2793,90
2697,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,NOT APPLICABLE,NOT APPLICABLE,706
2698,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,111.317,61.74472,710
2699,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,10105.188,47.84876,728
2700,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,6251.988,100,724
2701,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,44.946,100,144
2702,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5555.114,55.63947,275
2703,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2105.945,58.81146,729
2704,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,856.264,29.11597,736
2705,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,22316.857,52.14413,740
2706,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,64659.278,72.06496,752
2707,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,12570.402,24.13075,757
2708,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,47076.573,83.31267,438
2709,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,22186.97,21.08539,756
2710,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,6256.949,79.70663,760
2711,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,56997.099,39.70476,762
2712,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,NOT APPLICABLE,NOT APPLICABLE,834
2713,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,659.508,67.61506,764
2714,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,11007.228,90.26568,626
2715,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,9184.728,75.09923,768
2716,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,41.03,15.49929,772
2717,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,9143.698,75.36667,776
2718,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,29824.735,61.72195,780
2719,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,11421.43,30.7691,788
2720,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,81885.304,42.44705,792
2721,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,72060.018,58.41992,795
2722,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1495.081,35.21731,796
2723,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,10558.178,48.59889,798
2724,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2.046,0,800
2725,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,114.124,23.82388,804
2726,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1547.69,54.80028,810
2727,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,13100.768,72.98457,784
2728,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,88879.698,80.24673,926
2729,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,7034.758,57.87813,830
2730,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,48.538,95.3116,833
2731,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,11.917,70.48587,826
2732,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,58380.262,31.19313,842
2733,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,38295.429,71.69059,841
2734,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,NOT APPLICABLE,NOT APPLICABLE,630
2735,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,10004.319,89.24167,840
2736,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,69445.756,86.10306,850
2737,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,184.188,32.19412,858
2738,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,85.798,55.39739,860
2739,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,69175.77,86.28468,548
2740,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,355515.442,84.94452,862
2741,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,355422.023,84.94142,704
2742,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,3259.722,93.97406,876
2743,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,352162.301,84.85781,732
2744,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,93.419,96.75245,887
2745,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,3423.372,96.29842,720
2746,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,38313.228,51.76785,890
2747,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,391.135,27.39721,894
2748,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,32027.461,89.04014,716
2749,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,102699.905,44.45468,0
2750,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,11.229,0,5100
2751,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,662.726,87.83099,5110
2752,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,39923.245,44.3563,5120
2753,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,NOT APPLICABLE,NOT APPLICABLE,5121
2754,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,NOT APPLICABLE,NOT APPLICABLE,5122
2755,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,24676.417,50.47801,5123
2756,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,19179.393,34.23759,5124
2757,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,8546141.335,60.22361,5200
2758,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1709226.962,48.45754,5210
2759,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,293320.809,55.09464,5220
2760,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1415906.153,47.08259,5221
2761,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,572961.22,34.32624,5222
2762,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,248263.711,56.02931,5223
2763,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,74349.536,69.73205,5300
2764,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,520331.686,53.62413,5330
2765,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1089752.455,83.91752,5350
2766,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,396649.647,84.73392,5320
2767,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,693102.808,83.45031,5340
2768,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,41997.23,74.19676,5400
2769,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,191251.974,78.18547,5410
2770,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,459853.604,86.48504,5420
2771,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,4957495.637,56.42435,5430
2772,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,85333.015,50.55786,5440
2773,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1647993.907,72.80611,5500
2774,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,724664.454,55.63849,5600
2775,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2173354.46,41.72529,5702
2776,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,326149.801,74.88008,5706
2777,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,740454.271,77.46164,5703
2778,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,281836.359,72.19918,5704
2779,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,109132.839,85.02114,5705
2780,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,149821.161,75.43768,1400
2781,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,199663.912,82.27671,1410
2782,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,49212.01,67.56317,1420
2783,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5006707.647,56.53384,1460
2784,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1136758.056,80.00202,1430
2785,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1170456.14,80.22243,1450
2786,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2258687.475,42.05899,1500
2787,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2372658.361,67.56272,1520
2788,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,619470.61,65.51163,1560
2789,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,7195399.366,56.23261,1530
2790,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1709226.962,48.45754,1550
2791,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,693102.808,83.45031,1540
2792,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,4793069.596,55.06941,1600
2793,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,4777555.67,55.17057,1601
2794,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,15513.926,23.9155,1610
2795,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1350396.107,81.48708,1612
2796,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,396649.647,84.73392,1614
2797,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,213638.051,89.38903,1615
2798,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,179939.967,89.71327,1620
2799,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,33698.084,87.65768,1640
2800,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,740108.409,77.46603,2623
2801,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5779793.46,52.70736,2622
2802,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5852957.088,59.85641,2621
2803,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1342442.278,40.43309,2711
2804,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,392026.279,39.36428,3412
2805,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,933979.563,40.56047,3916
2806,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,16436.436,58.68674,3919
2807,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,670466.96,35.05687,3905
2808,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,75073.359,62.64931,1
2809,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1326097.214,39.37579,4
2810,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,3364258.044,48.60618,8
2811,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,2504011.804,75.39309,12
2812,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,3360600.973,58.42563,16
2813,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,445908.39,77.40921,20
2814,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,5074190.42,65.58218,24
2815,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,6864175.22,55.25699,660
2816,FR_PARIS,Paris,16.1,51.6,April,2030,60,High,40,65,7.0,105,81,1413076.243,83.25935,28
2817,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,NOT APPLICABLE,NOT APPLICABLE,32
2818,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,50330.837,29.58893,51
2819,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,2789.599,69.4836,533
2820,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,49787.283,78.30825,36
2821,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,41.142,87.80163,40
2822,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,81.528,87.81252,31
2823,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,44911.664,72.54636,44
2824,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,16.055,100,48
2825,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,97.51,24.7871,50
2826,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,47678.56,93.24918,52
2827,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,2759.528,65.54835,112
2828,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,104.924,46.1523,56
2829,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,28202.414,87.62312,84
2830,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,9054.576,61.83148,204
2831,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,10711.138,60.77914,60
2832,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,429.846,84.72253,64
2833,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,1574.679,90.82824,68
2834,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,184424.144,45.63354,535
2835,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,283.082,32.77197,70
2836,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,9206.17,83.27537,72
2837,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,11873.46,98.41559,76
2838,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,450.428,48.58791,92
2839,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,16393.827,54.13784,96
2840,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,62.806,100,100
2841,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,821.498,48.58306,854
2842,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,13625.507,73.72129,108
2843,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,27.904,76.50865,132
2844,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,3111.789,53.56988,116
2845,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,2972.271,76.82219,120
2846,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,223908.968,89.27756,124
2847,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,32.995,52.78715,136
2848,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,473.312,81.09262,140
2849,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,6290.166,79.02942,148
2850,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,27523.563,37.11521,152
2851,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,15800.53,17.59775,156
2852,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,638.84,70.85149,344
2853,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,18084.248,29.03399,446
2854,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,34051.103,63.24237,158
2855,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,41008.596,82.87756,170
2856,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,72.865,100,174
2857,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,7104.274,47.6457,178
2858,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,22460.393,27.11687,180
2859,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,19933.769,88.83862,184
2860,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,1415605.906,70.62589,188
2861,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,7485.887,100,384
2862,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,763.371,100,191
2863,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,24027.999,82.40642,192
2864,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,54129.764,84.32281,531
2865,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,959.412,32.52299,196
2866,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,7114.987,72.28031,203
2867,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,127582.053,51.76184,200
2868,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,17.253,77.83999,208
2869,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,5432.243,85.78813,262
2870,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,34211.272,56.72972,212
2871,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,3850.14,61.45374,214
2872,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,11016.041,78.70167,218
2873,FR_LYON,Lyon,18.1,66.5,July,2030,60,High,45,65,7.1,80,82,197.829,89.33031,818
