,Unnamed: 0,City Code,City,Average share of the built-up area of cities that is open space for public use for all (%) [a],Average share of urban population with convenient access to open public spaces (%) [b],Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index,Absolute value in thousands,Urban population as percentage of total population,Economy,Country,Employment_to_Population_Ratio
1679,1679,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2804.356,60.34889,296,croatia,48.64
1680,1680,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,118514.802,92.70406,408,croatia,48.64
1681,1681,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,11933.395,93.18697,410,croatia,48.64
1682,1682,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,21128.221,60.02445,414,croatia,48.64
1683,1683,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,63103.942,33.4274,417,croatia,48.64
1684,1684,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,148.72,62.16917,418,croatia,48.64
1685,1685,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,26569.401,65.55121,428,croatia,48.64
1686,1686,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,51290.214,82.04923,422,croatia,48.64
1687,1687,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,4564.57,100,426,croatia,48.64
1688,1688,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,7435.378,40.89447,430,croatia,48.64
1689,1689,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,8321.287,42.89111,434,croatia,48.64
1690,1690,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1701.338,69.93982,440,croatia,48.64
1691,1691,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,4714.24,90.60416,442,croatia,48.64
1692,1692,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2501.946,34.00052,450,croatia,48.64
1693,1693,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,6282.074,57.30025,454,croatia,48.64
1694,1694,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,7394.813,83.63084,458,croatia,48.64
1695,1695,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2558.928,70.63786,462,croatia,48.64
1696,1696,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,697.086,93.21078,466,croatia,48.64
1697,1697,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,35604.443,45.23962,470,croatia,48.64
1698,1698,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,24944.243,20.88597,584,croatia,48.64
1699,1699,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,36687.569,81.78584,478,croatia,48.64
1700,1700,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,512.683,45.04617,480,croatia,48.64
1701,1701,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,28712.294,51.18747,484,croatia,48.64
1702,1702,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,543.425,95.39439,583,croatia,48.64
1703,1703,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,44.733,81.06554,498,croatia,48.64
1704,1704,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5830.563,62.66209,496,croatia,48.64
1705,1705,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1305.425,41.85048,499,croatia,48.64
1706,1706,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,134534.107,83.50126,500,croatia,48.64
1707,1707,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,122.704,24.91101,504,croatia,48.64
1708,1708,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,3174.727,45.50143,508,croatia,48.64
1709,1709,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,3736.327,70.61146,104,croatia,48.64
1710,1710,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,621.696,70.86867,516,croatia,48.64
1711,1711,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,4.301,9.8555,520,croatia,48.64
1712,1712,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,40226.395,68.6715,524,croatia,48.64
1713,1713,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,40920.707,42.8743,528,croatia,48.64
1714,1714,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,56987.625,34.9904,530,croatia,48.64
1715,1715,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2910.056,60.76162,540,croatia,48.64
1716,1716,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,13.358,100,554,croatia,48.64
1717,1717,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,33133.395,25.34982,558,croatia,48.64
1718,1718,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,17943.803,94.75076,562,croatia,48.64
1719,1719,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,NOT APPLICABLE,NOT APPLICABLE,566,croatia,48.64
1720,1720,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,312.529,75.28916,570,croatia,48.64
1721,1721,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5495.67,87.83508,807,croatia,48.64
1722,1722,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,7688.686,62.26281,580,croatia,48.64
1723,1723,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,35217.942,18.69501,579,croatia,48.64
1724,1724,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,262580.426,59.18936,512,croatia,48.64
1725,1725,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1.948,52.44922,582,croatia,48.64
1726,1726,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2072.256,62.74877,586,croatia,48.64
1727,1727,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,51.178,92.75385,585,croatia,48.64
1728,1728,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5748.397,86.08266,591,croatia,48.64
1729,1729,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5093.376,91.68713,590,croatia,48.64
1730,1730,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,NOT APPLICABLE,NOT APPLICABLE,598,croatia,48.64
1731,1731,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,274029.836,40.67977,600,croatia,48.64
1732,1732,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,17.919,85.04443,604,croatia,48.64
1733,1733,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,4864.126,72.22325,608,croatia,48.64
1734,1734,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,NOT APPLICABLE,NOT APPLICABLE,616,croatia,48.64
1735,1735,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,11615.322,15.18458,620,croatia,48.64
1736,1736,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,7425.448,65.70171,634,croatia,48.64
1737,1737,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,36702.393,80.53653,642,croatia,48.64
1738,1738,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,129453.321,50.92364,643,croatia,48.64
1739,1739,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,38700.518,61.53888,646,croatia,48.64
1740,1740,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,10062.183,71.36598,652,croatia,48.64
1741,1741,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2855.291,99.53179,654,croatia,48.64
1742,1742,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,19023.383,56.63021,659,croatia,48.64
1743,1743,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,141432.741,77.08434,662,croatia,48.64
1744,1744,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,16375.704,19.61928,663,croatia,48.64
1745,1745,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,11.113,98.66593,666,croatia,48.64
1746,1746,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,4.895,42.69115,670,croatia,48.64
1747,1747,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,48.247,32.41589,882,croatia,48.64
1748,1748,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,183.274,20.36444,674,croatia,48.64
1749,1749,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,33.508,98.66593,678,croatia,48.64
1750,1750,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5.651,90.59456,682,croatia,48.64
1751,1751,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,104.322,57.2931,686,croatia,48.64
1752,1752,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,248.627,17.28801,688,croatia,48.64
1753,1753,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,33.458,98.37696,891,croatia,48.64
1754,1754,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,265.036,80.03211,690,croatia,48.64
1755,1755,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,40461.368,86.48094,694,croatia,48.64
1756,1756,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,21125.872,53.23652,702,croatia,48.64
1757,1757,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,8523.492,59.2793,534,croatia,48.64
1758,1758,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,NOT APPLICABLE,NOT APPLICABLE,703,croatia,48.64
1759,1759,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,111.317,61.74472,705,croatia,48.64
1760,1760,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,10105.188,47.84876,90,croatia,48.64
1761,1761,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,6251.988,100,706,croatia,48.64
1762,1762,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,44.946,100,710,croatia,48.64
1763,1763,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5555.114,55.63947,728,croatia,48.64
1764,1764,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2105.945,58.81146,724,croatia,48.64
1765,1765,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,856.264,29.11597,144,croatia,48.64
1766,1766,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,22316.857,52.14413,275,croatia,48.64
1767,1767,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,64659.278,72.06496,729,croatia,48.64
1768,1768,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,12570.402,24.13075,736,croatia,48.64
1769,1769,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,47076.573,83.31267,740,croatia,48.64
1770,1770,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,22186.97,21.08539,752,croatia,48.64
1771,1771,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,6256.949,79.70663,757,croatia,48.64
1772,1772,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,56997.099,39.70476,438,croatia,48.64
1773,1773,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,NOT APPLICABLE,NOT APPLICABLE,756,croatia,48.64
1774,1774,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,659.508,67.61506,760,croatia,48.64
1775,1775,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,11007.228,90.26568,762,croatia,48.64
1776,1776,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,9184.728,75.09923,834,croatia,48.64
1777,1777,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,41.03,15.49929,764,croatia,48.64
1778,1778,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,9143.698,75.36667,626,croatia,48.64
1779,1779,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,29824.735,61.72195,768,croatia,48.64
1780,1780,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,11421.43,30.7691,772,croatia,48.64
1781,1781,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,81885.304,42.44705,776,croatia,48.64
1782,1782,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,72060.018,58.41992,780,croatia,48.64
1783,1783,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1495.081,35.21731,788,croatia,48.64
1784,1784,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,10558.178,48.59889,792,croatia,48.64
1785,1785,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2.046,0,795,croatia,48.64
1786,1786,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,114.124,23.82388,796,croatia,48.64
1787,1787,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1547.69,54.80028,798,croatia,48.64
1788,1788,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,13100.768,72.98457,800,croatia,48.64
1789,1789,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,88879.698,80.24673,804,croatia,48.64
1790,1790,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,7034.758,57.87813,810,croatia,48.64
1791,1791,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,48.538,95.3116,784,croatia,48.64
1792,1792,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,11.917,70.48587,926,croatia,48.64
1793,1793,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,58380.262,31.19313,830,croatia,48.64
1794,1794,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,38295.429,71.69059,833,croatia,48.64
1795,1795,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,NOT APPLICABLE,NOT APPLICABLE,826,croatia,48.64
1796,1796,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,10004.319,89.24167,842,croatia,48.64
1797,1797,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,69445.756,86.10306,841,croatia,48.64
1798,1798,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,184.188,32.19412,630,croatia,48.64
1799,1799,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,85.798,55.39739,840,croatia,48.64
1800,1800,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,69175.77,86.28468,850,croatia,48.64
1801,1801,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,355515.442,84.94452,858,croatia,48.64
1802,1802,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,355422.023,84.94142,860,croatia,48.64
1803,1803,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,3259.722,93.97406,548,croatia,48.64
1804,1804,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,352162.301,84.85781,862,croatia,48.64
1805,1805,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,93.419,96.75245,704,croatia,48.64
1806,1806,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,3423.372,96.29842,876,croatia,48.64
1807,1807,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,38313.228,51.76785,732,croatia,48.64
1808,1808,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,391.135,27.39721,887,croatia,48.64
1809,1809,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,32027.461,89.04014,720,croatia,48.64
1810,1810,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,102699.905,44.45468,890,croatia,48.64
1811,1811,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,11.229,0,894,croatia,48.64
1812,1812,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,662.726,87.83099,716,croatia,48.64
1813,1813,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,39923.245,44.3563,0,croatia,48.64
1814,1814,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,NOT APPLICABLE,NOT APPLICABLE,5100,croatia,48.64
1815,1815,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,NOT APPLICABLE,NOT APPLICABLE,5110,croatia,48.64
1816,1816,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,24676.417,50.47801,5120,croatia,48.64
1817,1817,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,19179.393,34.23759,5121,croatia,48.64
1818,1818,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,8546141.335,60.22361,5122,croatia,48.64
1819,1819,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1709226.962,48.45754,5123,croatia,48.64
1820,1820,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,293320.809,55.09464,5124,croatia,48.64
1821,1821,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1415906.153,47.08259,5200,croatia,48.64
1822,1822,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,572961.22,34.32624,5210,croatia,48.64
1823,1823,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,248263.711,56.02931,5220,croatia,48.64
1824,1824,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,74349.536,69.73205,5221,croatia,48.64
1825,1825,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,520331.686,53.62413,5222,croatia,48.64
1826,1826,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1089752.455,83.91752,5223,croatia,48.64
1827,1827,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,396649.647,84.73392,5300,croatia,48.64
1828,1828,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,693102.808,83.45031,5330,croatia,48.64
1829,1829,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,41997.23,74.19676,5350,croatia,48.64
1830,1830,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,191251.974,78.18547,5320,croatia,48.64
1831,1831,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,459853.604,86.48504,5340,croatia,48.64
1832,1832,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,4957495.637,56.42435,5400,croatia,48.64
1833,1833,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,85333.015,50.55786,5410,croatia,48.64
1834,1834,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1647993.907,72.80611,5420,croatia,48.64
1835,1835,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,724664.454,55.63849,5430,croatia,48.64
1836,1836,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2173354.46,41.72529,5440,croatia,48.64
1837,1837,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,326149.801,74.88008,5500,croatia,48.64
1838,1838,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,740454.271,77.46164,5600,croatia,48.64
1839,1839,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,281836.359,72.19918,5702,croatia,48.64
1840,1840,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,109132.839,85.02114,5706,croatia,48.64
1841,1841,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,149821.161,75.43768,5703,croatia,48.64
1842,1842,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,199663.912,82.27671,5704,croatia,48.64
1843,1843,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,49212.01,67.56317,5705,croatia,48.64
1844,1844,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5006707.647,56.53384,1400,croatia,48.64
1845,1845,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1136758.056,80.00202,1410,croatia,48.64
1846,1846,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1170456.14,80.22243,1420,croatia,48.64
1847,1847,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2258687.475,42.05899,1460,croatia,48.64
1848,1848,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2372658.361,67.56272,1430,croatia,48.64
1849,1849,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,619470.61,65.51163,1450,croatia,48.64
1850,1850,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,7195399.366,56.23261,1500,croatia,48.64
1851,1851,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1709226.962,48.45754,1520,croatia,48.64
1852,1852,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,693102.808,83.45031,1560,croatia,48.64
1853,1853,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,4793069.596,55.06941,1530,croatia,48.64
1854,1854,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,4777555.67,55.17057,1550,croatia,48.64
1855,1855,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,15513.926,23.9155,1540,croatia,48.64
1856,1856,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1350396.107,81.48708,1600,croatia,48.64
1857,1857,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,396649.647,84.73392,1601,croatia,48.64
1858,1858,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,213638.051,89.38903,1610,croatia,48.64
1859,1859,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,179939.967,89.71327,1612,croatia,48.64
1860,1860,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,33698.084,87.65768,1614,croatia,48.64
1861,1861,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,740108.409,77.46603,1615,croatia,48.64
1862,1862,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5779793.46,52.70736,1620,croatia,48.64
1863,1863,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5852957.088,59.85641,1640,croatia,48.64
1864,1864,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1342442.278,40.43309,2623,croatia,48.64
1865,1865,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,392026.279,39.36428,2622,croatia,48.64
